"","MedicalText"
"1036","Potassium, Serum"
"1037","Potassium, Serum"
"1038","Potassium, Serum"
"1039","Potassium, Serum"
"1040","Potassium, Serum"
"1041","Potassium, Serum"
"1042","Potassium, Serum"
"1043","Potassium, Serum"
"1044","Potassium, Serum"
"1045","Potassium, Serum"
"1046","Potassium, Serum"
"1047","Potassium, Serum"
"1048","Potassium, Serum"
"1049","Potassium, Serum"
"1050","Potassium, Serum"
"1051","Potassium, Serum"
"1052","Potassium, Serum"
"1053","Potassium, Serum"
"1054","Potassium, Serum"
"1055","Potassium, Serum"
"1056","Potassium, Serum"
"1057","Potassium, Serum"
"1058","Potassium, Serum"
"1059","Potassium, Serum"
"1060","Potassium, Serum"
"1061","Potassium, Serum"
"1062","Potassium, Serum"
"1063","Potassium, Serum"
"1064","Potassium, Serum"
"1065","Potassium, Serum"
"1066","Potassium, Serum"
"1067","Potassium, Serum"
"1068","Potassium, Serum"
"1069","Potassium, Serum"
"1070","Potassium, Serum"
"1071","Potassium, Serum"
"1072","Potassium, Serum"
"1073","Potassium, Serum"
"1074","Potassium, Serum"
"1075","Potassium, Serum"
"1076","Potassium, Serum"
"1077","Potassium, Serum"
"1078","Potassium, Serum"
"1079","Potassium, Serum"
"1080","Potassium, Serum"
"1081","Potassium, Serum"
"1082","Potassium, Serum"
"1083","Potassium, Serum"
"1084","Potassium, Serum"
"1085","Potassium, Serum"
"1086","Potassium, Serum"
"1087","Potassium, Serum"
"1088","Sodium, Serum"
"1089","Sodium, Serum"
"1090","Sodium, Serum"
"1091","Sodium, Serum"
"1092","Sodium, Serum"
"1093","Sodium, Serum"
"1094","Sodium, Serum"
"1095","Sodium, Serum"
"1096","Sodium, Serum"
"1097","Sodium, Serum"
"1098","Sodium, Serum"
"1099","Sodium, Serum"
"1100","Sodium, Serum"
"1101","Sodium, Serum"
"1102","Sodium, Serum"
"1103","Sodium, Serum"
"1104","Sodium, Serum"
"1105","Sodium, Serum"
"1106","Sodium, Serum"
"1107","Sodium, Serum"
"1108","Sodium, Serum"
"1109","Sodium, Serum"
"1110","Sodium, Serum"
"1111","Sodium, Serum"
"1112","Sodium, Serum"
"1113","Sodium, Serum"
"1114","Sodium, Serum"
"1115","Sodium, Serum"
"1116","Sodium, Serum"
"1117","Sodium, Serum"
"1118","Sodium, Serum"
"1119","Sodium, Serum"
"1120","Sodium, Serum"
"1121","Sodium, Serum"
"1122","Sodium, Serum"
"1123","Sodium, Serum"
"1124","Sodium, Serum"
"1125","Sodium, Serum"
"1126","Sodium, Serum"
"1127","Sodium, Serum"
"1128","Sodium, Serum"
"1129","Sodium, Serum"
"1130","Sodium, Serum"
"1131","Sodium, Serum"
"1132","Sodium, Serum"
"1133","Sodium, Serum"
"1134","Sodium, Serum"
"1135","Sodium, Serum"
"1136","Sodium, Serum"
"1137","Sodium, Serum"
"1138","Sodium, Serum"
"1139","Sodium, Serum"
"1140","Sodium, Serum"
"1141","Sodium, Serum"
"1142","Sodium, Serum"
"1143","Sodium, Serum"
"1144","Sodium, Serum"
"1145","Sodium, Serum"
"1146","Sodium, Serum"
"1147","Sodium, Serum"
"1148","Sodium, Serum"
"1149","Sodium, Serum"
"1150","Sodium, Serum"
"1151","Sodium, Serum"
"1152","Sodium, Serum"
"1153","Sodium, Serum"
"1154","Sodium, Serum"
"1155","Sodium, Serum"
"1156","Sodium, Serum"
"1157","Sodium, Serum"
"1158","Sodium, Serum"
"1159","Sodium, Serum"
"1160","Sodium, Serum"
"1161","Sodium, Serum"
"1162","Sodium, Serum"
"1163","Sodium, Serum"
"1164","Sodium, Serum"
"1165","Sodium, Serum"
"1166","Sodium, Serum"
"1167","Sodium, Serum"
"1168","Sodium, Serum"
"1169","Sodium, Serum"
"1170","Sodium, Serum"
"1171","Sodium, Serum"
"1172","Sodium, Serum"
"1173","Sodium, Serum"
"1174","Sodium, Serum"
"1175","Sodium, Serum"
"1176","Sodium, Serum"
"1177","Sodium, Serum"
"1178","Sodium, Serum"
"1179","Sodium, Serum"
"1180","Sodium, Serum"
"1181","Sodium, Serum"
"1182","Sodium, Serum"
"1183","Sodium, Serum"
"1184","Sodium, Serum"
"1185","Sodium, Serum"
"1186","Sodium, Serum"
"1187","Sodium, Serum"
"1188","Sodium, Serum"
"1189","Sodium, Serum"
"1190","Sodium, Serum"
"1191","Sodium, Serum"
"1192","Sodium, Serum"
"1193","Sodium, Serum"
"1194","Sodium, Serum"
"1195","Sodium, Serum"
"1196","Sodium, Serum"
"1197","Sodium, Serum"
"1198","Sodium, Serum"
"1199","Sodium, Serum"
"1200","Sodium, Serum"
"1201","Sodium, Serum"
"1202","Sodium, Serum"
"1203","Sodium, Serum"
"1204","Sodium, Serum"
"1205","Sodium, Serum"
"1206","Sodium, Serum"
"1207","Sodium, Serum"
"1208","Sodium, Serum"
"1209","Sodium, Serum"
"1210","Sodium, Serum"
"1211","Chloride, Serum"
"1212","Chloride, Serum"
"1213","Chloride, Serum"
"1214","Chloride, Serum"
"1215","Chloride, Serum"
"1216","Chloride, Serum"
"1217","Chloride, Serum"
"1218","Chloride, Serum"
"1219","Chloride, Serum"
"1220","Chloride, Serum"
"1221","Chloride, Serum"
"1222","Chloride, Serum"
"1223","Chloride, Serum"
"1224","Chloride, Serum"
"1225","Chloride, Serum"
"1226","Chloride, Serum"
"1227","Chloride, Serum"
"1228","Chloride, Serum"
"1229","Chloride, Serum"
"1230","Chloride, Serum"
"1231","Chloride, Serum"
"1232","Chloride, Serum"
"1233","Chloride, Serum"
"1234","Chloride, Serum"
"1235","Chloride, Serum"
"1236","Chloride, Serum"
"1237","Chloride, Serum"
"1238","Chloride, Serum"
"1239","Chloride, Serum"
"1240","Chloride, Serum"
"1241","Chloride, Serum"
"1242","Chloride, Serum"
"1243","Chloride, Serum"
"1244","Chloride, Serum"
"1245","Chloride, Serum"
"1246","Chloride, Serum"
"1247","Chloride, Serum"
"1248","Chloride, Serum"
"1249","Chloride, Serum"
"1250","Chloride, Serum"
"1251","Chloride, Serum"
"1252","Chloride, Serum"
"1253","Chloride, Serum"
"1254","Chloride, Serum"
"1255","Chloride, Serum"
"1256","Chloride, Serum"
"1257","Chloride, Serum"
"1258","Chloride, Serum"
"1259","Chloride, Serum"
"1260","Chloride, Serum"
"1261","Chloride, Serum"
"1262","Chloride, Serum"
"1263","Chloride, Serum"
"1264","Chloride, Serum"
"1265","Chloride, Serum"
"1266","Chloride, Serum"
"1267","Chloride, Serum"
"1268","Chloride, Serum"
"1269","Chloride, Serum"
"1270","Chloride, Serum"
"1271","Chloride, Serum"
"1272","Chloride, Serum"
"1273","Chloride, Serum"
"1274","Chloride, Serum"
"1275","Chloride, Serum"
"1276","Chloride, Serum"
"1277","Chloride, Serum"
"1278","Chloride, Serum"
"1279","Chloride, Serum"
"1280","Chloride, Serum"
"1281","Chloride, Serum"
"1282","Chloride, Serum"
"1283","Chloride, Serum"
"1284","Chloride, Serum"
"1285","Chloride, Serum"
"1286","Chloride, Serum"
"1287","Chloride, Serum"
"1288","Chloride, Serum"
"1289","Chloride, Serum"
"1290","Chloride, Serum"
"1291","Chloride, Serum"
"1292","Chloride, Serum"
"1293","Chloride, Serum"
"1294","Chloride, Serum"
"1295","Chloride, Serum"
"1296","Chloride, Serum"
"1297","Chloride, Serum"
"1298","Chloride, Serum"
"1299","Chloride, Serum"
"1300","Chloride, Serum"
"1301","Chloride, Serum"
"1302","Chloride, Serum"
"1303","Chloride, Serum"
"1304","Chloride, Serum"
"1305","Chloride, Serum"
"1306","Chloride, Serum"
"1307","Chloride, Serum"
"1308","Chloride, Serum"
"1309","Chloride, Serum"
"1310","Chloride, Serum"
"1311","Chloride, Serum"
"1312","Chloride, Serum"
"1313","Chloride, Serum"
"1314","Chloride, Serum"
"1315","Chloride, Serum"
"1316","Chloride, Serum"
"1317","Chloride, Serum"
"1318","Chloride, Serum"
"1319","Chloride, Serum"
"1320","Chloride, Serum"
"1321","Chloride, Serum"
"1322","Chloride, Serum"
"1323","Chloride, Serum"
"1324","Chloride, Serum"
"1325","Chloride, Serum"
"1326","Chloride, Serum"
"1327","Chloride, Serum"
"1328","Chloride, Serum"
"1329","Chloride, Serum"
"1330","Chloride, Serum"
"1331","Chloride, Serum"
"1332","Chloride, Serum"
"1333","Chloride, Serum"
"1334","Bilirubin, Direct"
"1335","Bilirubin, Direct"
"1336","Bilirubin, Direct"
"1337","Bilirubin, Direct"
"1338","Additional Test(s) Requested"
"1339","Additional Test(s) Requested"
"1340","Additional Test(s) Requested"
"1341","Additional Test(s) Requested"
"1342","Additional Test(s) Requested"
"1343","Additional Test(s) Requested"
"1344","Additional Test(s) Requested"
"1345","Additional Test(s) Requested"
"1346","Additional Test(s) Requested"
"1347","Additional Test(s) Requested"
"1348","Iron, Serum"
"1349","Iron, Serum"
"1350","Iron, Serum"
"1351","Iron, Serum"
"1352","Iron, Serum"
"1353","Iron, Serum"
"1354","Iron, Serum"
"1355","Iron, Serum"
"1356","Iron, Serum"
"1357","Iron, Serum"
"1358","Iron, Serum"
"1359","Iron, Serum"
"1360","Iron, Serum"
"1361","Iron, Serum"
"1362","Iron, Serum"
"1363","Iron Bind.Cap.(TIBC)"
"1364","Iron Bind.Cap.(TIBC)"
"1365","Iron Bind.Cap.(TIBC)"
"1366","Iron Bind.Cap.(TIBC)"
"1367","Iron Bind.Cap.(TIBC)"
"1368","Iron Bind.Cap.(TIBC)"
"1369","Iron Bind.Cap.(TIBC)"
"1370","Iron Bind.Cap.(TIBC)"
"1371","Iron Bind.Cap.(TIBC)"
"1372","Iron Bind.Cap.(TIBC)"
"1373","Iron Bind.Cap.(TIBC)"
"1374","Iron Bind.Cap.(TIBC)"
"1375","Iron Bind.Cap.(TIBC)"
"1376","Iron Bind.Cap.(TIBC)"
"1377","Iron Bind.Cap.(TIBC)"
"1378","UIBC"
"1379","UIBC"
"1380","UIBC"
"1381","UIBC"
"1382","UIBC"
"1383","UIBC"
"1384","UIBC"
"1385","UIBC"
"1386","UIBC"
"1387","UIBC"
"1388","UIBC"
"1389","UIBC"
"1390","UIBC"
"1391","UIBC"
"1392","UIBC"
"1393","Creatine Kinase,Total,Serum"
"1394","Creatine Kinase,Total,Serum"
"1395","Creatine Kinase,Total,Serum"
"1396","Creatine Kinase,Total,Serum"
"1397","Creatine Kinase,Total,Serum"
"1398","Creatine Kinase,Total,Serum"
"1399","Creatinine, Serum"
"1400","Creatinine, Serum"
"1401","Creatinine, Serum"
"1402","Creatinine, Serum"
"1403","Creatinine, Serum"
"1404","Creatinine, Serum"
"1405","Creatinine, Serum"
"1406","Creatinine, Serum"
"1407","Creatinine, Serum"
"1408","Creatinine, Serum"
"1409","Creatinine, Serum"
"1410","Creatinine, Serum"
"1411","Creatinine, Serum"
"1412","Creatinine, Serum"
"1413","Creatinine, Serum"
"1414","Creatinine, Serum"
"1415","Creatinine, Serum"
"1416","Creatinine, Serum"
"1417","Creatinine, Serum"
"1418","Creatinine, Serum"
"1419","Creatinine, Serum"
"1420","Creatinine, Serum"
"1421","Creatinine, Serum"
"1422","Creatinine, Serum"
"1423","Creatinine, Serum"
"1424","Creatinine, Serum"
"1425","Creatinine, Serum"
"1426","Creatinine, Serum"
"1427","Creatinine, Serum"
"1428","Creatinine, Serum"
"1429","Creatinine, Serum"
"1430","Creatinine, Serum"
"1431","Creatinine, Serum"
"1432","Creatinine, Serum"
"1433","Creatinine, Serum"
"1434","Creatinine, Serum"
"1435","Creatinine, Serum"
"1436","Creatinine, Serum"
"1437","Creatinine, Serum"
"1438","Creatinine, Serum"
"1439","Creatinine, Serum"
"1440","Creatinine, Serum"
"1441","Creatinine, Serum"
"1442","Creatinine, Serum"
"1443","Creatinine, Serum"
"1444","Creatinine, Serum"
"1445","Creatinine, Serum"
"1446","Creatinine, Serum"
"1447","Creatinine, Serum"
"1448","Creatinine, Serum"
"1449","Creatinine, Serum"
"1450","Creatinine, Serum"
"1451","Creatinine, Serum"
"1452","Creatinine, Serum"
"1453","Creatinine, Serum"
"1454","Creatinine, Serum"
"1455","Creatinine, Serum"
"1456","Creatinine, Serum"
"1457","Creatinine, Serum"
"1458","Creatinine, Serum"
"1459","Creatinine, Serum"
"1460","Creatinine, Serum"
"1461","Creatinine, Serum"
"1462","Creatinine, Serum"
"1463","Creatinine, Serum"
"1464","Creatinine, Serum"
"1465","Creatinine, Serum"
"1466","Creatinine, Serum"
"1467","Creatinine, Serum"
"1468","Creatinine, Serum"
"1469","Creatinine, Serum"
"1470","Creatinine, Serum"
"1471","Creatinine, Serum"
"1472","Creatinine, Serum"
"1473","Creatinine, Serum"
"1474","Creatinine, Serum"
"1475","Creatinine, Serum"
"1476","Creatinine, Serum"
"1477","Creatinine, Serum"
"1478","Creatinine, Serum"
"1479","Creatinine, Serum"
"1480","Creatinine, Serum"
"1481","Creatinine, Serum"
"1482","Creatinine, Serum"
"1483","Creatinine, Serum"
"1484","Creatinine, Serum"
"1485","Creatinine, Serum"
"1486","Creatinine, Serum"
"1487","Creatinine, Serum"
"1488","Creatinine, Serum"
"1489","Creatinine, Serum"
"1490","Creatinine, Serum"
"1491","Creatinine, Serum"
"1492","Creatinine, Serum"
"1493","Creatinine, Serum"
"1494","Creatinine, Serum"
"1495","Creatinine, Serum"
"1496","Creatinine, Serum"
"1497","Creatinine, Serum"
"1498","Creatinine, Serum"
"1499","Creatinine, Serum"
"1500","Creatinine, Serum"
"1501","Creatinine, Serum"
"1502","Creatinine, Serum"
"1503","Creatinine, Serum"
"1504","Creatinine, Serum"
"1505","Creatinine, Serum"
"1506","Creatinine, Serum"
"1507","Creatinine, Serum"
"1508","Creatinine, Serum"
"1509","Creatinine, Serum"
"1510","Creatinine, Serum"
"1511","Creatinine, Serum"
"1512","Creatinine, Serum"
"1513","Creatinine, Serum"
"1514","Creatinine, Serum"
"1515","Creatinine, Serum"
"1516","Creatinine, Serum"
"1517","Creatinine, Serum"
"1518","Creatinine, Serum"
"1519","Creatinine, Serum"
"1520","Creatinine, Serum"
"1521","Creatinine, Serum"
"1522","Lipase, Serum"
"1523","Lipase, Serum"
"1524","Vitamin B12"
"1525","Vitamin B12"
"1526","Vitamin B12"
"1527","Vitamin B12"
"1528","Vitamin B12"
"1529","Vitamin B12"
"1530","Vitamin B12"
"1531","Vitamin B12"
"1532","Vitamin B12"
"1533","Vitamin B12"
"1534","Vitamin B12"
"1535","Vitamin B12"
"1536","Vitamin B12"
"1537","Vitamin B12"
"1538","Vitamin B12"
"1539","Vitamin B12"
"1540","Vitamin B12"
"1541","Vitamin B12"
"1542","Vitamin B12"
"1543","Vitamin B12"
"1544","Vitamin B12"
"1545","Vitamin B12"
"1546","Magnesium, Serum"
"1547","Magnesium, Serum"
"1548","Magnesium, Serum"
"1549","Magnesium, Serum"
"1550","ALT (SGPT)"
"1551","ALT (SGPT)"
"1552","ALT (SGPT)"
"1553","ALT (SGPT)"
"1554","ALT (SGPT)"
"1555","ALT (SGPT)"
"1556","ALT (SGPT)"
"1557","ALT (SGPT)"
"1558","ALT (SGPT)"
"1559","ALT (SGPT)"
"1560","ALT (SGPT)"
"1561","ALT (SGPT)"
"1562","ALT (SGPT)"
"1563","ALT (SGPT)"
"1564","ALT (SGPT)"
"1565","ALT (SGPT)"
"1566","ALT (SGPT)"
"1567","ALT (SGPT)"
"1568","ALT (SGPT)"
"1569","ALT (SGPT)"
"1570","ALT (SGPT)"
"1571","ALT (SGPT)"
"1572","ALT (SGPT)"
"1573","ALT (SGPT)"
"1574","ALT (SGPT)"
"1575","ALT (SGPT)"
"1576","ALT (SGPT)"
"1577","ALT (SGPT)"
"1578","ALT (SGPT)"
"1579","ALT (SGPT)"
"1580","ALT (SGPT)"
"1581","ALT (SGPT)"
"1582","ALT (SGPT)"
"1583","ALT (SGPT)"
"1584","ALT (SGPT)"
"1585","ALT (SGPT)"
"1586","ALT (SGPT)"
"1587","ALT (SGPT)"
"1588","ALT (SGPT)"
"1589","ALT (SGPT)"
"1590","ALT (SGPT)"
"1591","ALT (SGPT)"
"1592","ALT (SGPT)"
"1593","ALT (SGPT)"
"1594","ALT (SGPT)"
"1595","ALT (SGPT)"
"1596","ALT (SGPT)"
"1597","ALT (SGPT)"
"1598","ALT (SGPT)"
"1599","ALT (SGPT)"
"1600","ALT (SGPT)"
"1601","ALT (SGPT)"
"1602","ALT (SGPT)"
"1603","ALT (SGPT)"
"1604","ALT (SGPT)"
"1605","ALT (SGPT)"
"1606","ALT (SGPT)"
"1607","ALT (SGPT)"
"1608","ALT (SGPT)"
"1609","ALT (SGPT)"
"1610","ALT (SGPT)"
"1611","ALT (SGPT)"
"1612","ALT (SGPT)"
"1613","ALT (SGPT)"
"1614","ALT (SGPT)"
"1615","ALT (SGPT)"
"1616","ALT (SGPT)"
"1617","ALT (SGPT)"
"1618","ALT (SGPT)"
"1619","ALT (SGPT)"
"1620","ALT (SGPT)"
"1621","ALT (SGPT)"
"1622","ALT (SGPT)"
"1623","ALT (SGPT)"
"1624","ALT (SGPT)"
"1625","ALT (SGPT)"
"1626","ALT (SGPT)"
"1627","ALT (SGPT)"
"1628","ALT (SGPT)"
"1629","ALT (SGPT)"
"1630","ALT (SGPT)"
"1631","ALT (SGPT)"
"1632","ALT (SGPT)"
"1633","ALT (SGPT)"
"1634","ALT (SGPT)"
"1635","ALT (SGPT)"
"1636","ALT (SGPT)"
"1637","ALT (SGPT)"
"1638","ALT (SGPT)"
"1639","ALT (SGPT)"
"1640","ALT (SGPT)"
"1641","ALT (SGPT)"
"1642","ALT (SGPT)"
"1643","ALT (SGPT)"
"1644","ALT (SGPT)"
"1645","ALT (SGPT)"
"1646","ALT (SGPT)"
"1647","ALT (SGPT)"
"1648","ALT (SGPT)"
"1649","ALT (SGPT)"
"1650","ALT (SGPT)"
"1651","ALT (SGPT)"
"1652","ALT (SGPT)"
"1653","ALT (SGPT)"
"1654","ALT (SGPT)"
"1655","ALT (SGPT)"
"1656","ALT (SGPT)"
"1657","ALT (SGPT)"
"1658","ALT (SGPT)"
"1659","ALT (SGPT)"
"1660","ALT (SGPT)"
"1661","ALT (SGPT)"
"1662","ALT (SGPT)"
"1663","ALT (SGPT)"
"1664","ALT (SGPT)"
"1665","ALT (SGPT)"
"1666","ALT (SGPT)"
"1667","ALT (SGPT)"
"1668","ALT (SGPT)"
"1669","ALT (SGPT)"
"1670","ALT (SGPT)"
"1671","ALT (SGPT)"
"1672","ALT (SGPT)"
"1673","Carbon Dioxide, Total"
"1674","Carbon Dioxide, Total"
"1675","Carbon Dioxide, Total"
"1676","Carbon Dioxide, Total"
"1677","Carbon Dioxide, Total"
"1678","Carbon Dioxide, Total"
"1679","Carbon Dioxide, Total"
"1680","Carbon Dioxide, Total"
"1681","Carbon Dioxide, Total"
"1682","Carbon Dioxide, Total"
"1683","Carbon Dioxide, Total"
"1684","Carbon Dioxide, Total"
"1685","Carbon Dioxide, Total"
"1686","Carbon Dioxide, Total"
"1687","Carbon Dioxide, Total"
"1688","Carbon Dioxide, Total"
"1689","Carbon Dioxide, Total"
"1690","Carbon Dioxide, Total"
"1691","Carbon Dioxide, Total"
"1692","Carbon Dioxide, Total"
"1693","Carbon Dioxide, Total"
"1694","Carbon Dioxide, Total"
"1695","Carbon Dioxide, Total"
"1696","Carbon Dioxide, Total"
"1697","Carbon Dioxide, Total"
"1698","Carbon Dioxide, Total"
"1699","Carbon Dioxide, Total"
"1700","Carbon Dioxide, Total"
"1701","Carbon Dioxide, Total"
"1702","Carbon Dioxide, Total"
"1703","Carbon Dioxide, Total"
"1704","Carbon Dioxide, Total"
"1705","Carbon Dioxide, Total"
"1706","Carbon Dioxide, Total"
"1707","Carbon Dioxide, Total"
"1708","Carbon Dioxide, Total"
"1709","Carbon Dioxide, Total"
"1710","Carbon Dioxide, Total"
"1711","Carbon Dioxide, Total"
"1712","Carbon Dioxide, Total"
"1713","Carbon Dioxide, Total"
"1714","Carbon Dioxide, Total"
"1715","Carbon Dioxide, Total"
"1716","Carbon Dioxide, Total"
"1717","Carbon Dioxide, Total"
"1718","Carbon Dioxide, Total"
"1719","Carbon Dioxide, Total"
"1720","Carbon Dioxide, Total"
"1721","Carbon Dioxide, Total"
"1722","Carbon Dioxide, Total"
"1723","Carbon Dioxide, Total"
"1724","Carbon Dioxide, Total"
"1725","Carbon Dioxide, Total"
"1726","Carbon Dioxide, Total"
"1727","Carbon Dioxide, Total"
"1728","Carbon Dioxide, Total"
"1729","Carbon Dioxide, Total"
"1730","Carbon Dioxide, Total"
"1731","Carbon Dioxide, Total"
"1732","Carbon Dioxide, Total"
"1733","Carbon Dioxide, Total"
"1734","Carbon Dioxide, Total"
"1735","Carbon Dioxide, Total"
"1736","Carbon Dioxide, Total"
"1737","Carbon Dioxide, Total"
"1738","Carbon Dioxide, Total"
"1739","Carbon Dioxide, Total"
"1740","Carbon Dioxide, Total"
"1741","Carbon Dioxide, Total"
"1742","Carbon Dioxide, Total"
"1743","Carbon Dioxide, Total"
"1744","Carbon Dioxide, Total"
"1745","Carbon Dioxide, Total"
"1746","Carbon Dioxide, Total"
"1747","Carbon Dioxide, Total"
"1748","Carbon Dioxide, Total"
"1749","Carbon Dioxide, Total"
"1750","Carbon Dioxide, Total"
"1751","Carbon Dioxide, Total"
"1752","Carbon Dioxide, Total"
"1753","Carbon Dioxide, Total"
"1754","Carbon Dioxide, Total"
"1755","Carbon Dioxide, Total"
"1756","Carbon Dioxide, Total"
"1757","Carbon Dioxide, Total"
"1758","Carbon Dioxide, Total"
"1759","Carbon Dioxide, Total"
"1760","Carbon Dioxide, Total"
"1761","Carbon Dioxide, Total"
"1762","Carbon Dioxide, Total"
"1763","Carbon Dioxide, Total"
"1764","Carbon Dioxide, Total"
"1765","Carbon Dioxide, Total"
"1766","Carbon Dioxide, Total"
"1767","Carbon Dioxide, Total"
"1768","Carbon Dioxide, Total"
"1769","Carbon Dioxide, Total"
"1770","Carbon Dioxide, Total"
"1771","Carbon Dioxide, Total"
"1772","Carbon Dioxide, Total"
"1773","Carbon Dioxide, Total"
"1774","Carbon Dioxide, Total"
"1775","Carbon Dioxide, Total"
"1776","Carbon Dioxide, Total"
"1777","Carbon Dioxide, Total"
"1778","Carbon Dioxide, Total"
"1779","Carbon Dioxide, Total"
"1780","Carbon Dioxide, Total"
"1781","Carbon Dioxide, Total"
"1782","Carbon Dioxide, Total"
"1783","Carbon Dioxide, Total"
"1784","Carbon Dioxide, Total"
"1785","Carbon Dioxide, Total"
"1786","Carbon Dioxide, Total"
"1787","Carbon Dioxide, Total"
"1788","Carbon Dioxide, Total"
"1789","Carbon Dioxide, Total"
"1790","Carbon Dioxide, Total"
"1791","Carbon Dioxide, Total"
"1792","Carbon Dioxide, Total"
"1793","Carbon Dioxide, Total"
"1794","Carbon Dioxide, Total"
"1795","Carbon Dioxide, Total"
"1796","HIV 1/O/2 Abs, Qual"
"1797","Immunoglobulin A, Qn, Serum"
"1798","Immunoglobulin A, Qn, Serum"
"1799","Immunoglobulin A, Qn, Serum"
"1800","Folate (Folic Acid), Serum"
"1801","Folate (Folic Acid), Serum"
"1802","Folate (Folic Acid), Serum"
"1803","Folate (Folic Acid), Serum"
"1804","Folate (Folic Acid), Serum"
"1805","Folate (Folic Acid), Serum"
"1806","Folate (Folic Acid), Serum"
"1807","Folate (Folic Acid), Serum"
"1808","Folate (Folic Acid), Serum"
"1809","Folate (Folic Acid), Serum"
"1810","Folate (Folic Acid), Serum"
"1811","Folate (Folic Acid), Serum"
"1812","Folate (Folic Acid), Serum"
"1813","Folate (Folic Acid), Serum"
"1814","Folate (Folic Acid), Serum"
"1815","Folate (Folic Acid), Serum"
"1816","Folate (Folic Acid), Serum"
"1817","Folate (Folic Acid), Serum"
"1818","Folate (Folic Acid), Serum"
"1819","Folate (Folic Acid), Serum"
"1820","Folate (Folic Acid), Serum"
"1821","Aldolase"
"1822","Testosterone, Serum"
"1823","Testosterone, Serum"
"1824","Testosterone, Serum"
"1825","Testosterone, Serum"
"1826","TSH"
"1827","TSH"
"1828","TSH"
"1829","TSH"
"1830","TSH"
"1831","TSH"
"1832","TSH"
"1833","TSH"
"1834","TSH"
"1835","TSH"
"1836","TSH"
"1837","TSH"
"1838","TSH"
"1839","TSH"
